user,event,outcome,dist
43826519,4229681081,0.0,-2.14269684023357
43826519,4205267137,0.0,-2.1426900766507906
43826519,680476316,0.0,-2.1427053380683447
43826519,2378630297,0.0,-2.1427064653321413
43965236,2725164213,0.0,-2.1426908003640976
43965236,4082601014,0.0,-2.2371486835252217
43965236,3395117104,0.0,-3.2594690879650754
43965236,228340462,0.0,-4.120132690848419
43965236,1900273727,0.0,-3.052293873049008
43965236,2923175068,0.0,-2.237140445828247
43965236,559618821,0.0,-5.165490375618569
43965236,2806565970,0.0,-3.259328779665169
48222018,758289588,0.0,-2.142700535917792
48222018,2163997791,0.0,-2.142703137295784
48222018,496131340,0.0,-2.142705223500204
48222018,2489566262,0.0,-2.142701923319388
48222018,2347297427,0.0,-2.1427059988115755
50521271,1927775201,0.0,-2.1427095060239427
50521271,1667438718,0.0,-3.149078985048584
50521271,3211023626,0.0,-2.1427025690159636
50521271,1070478164,0.0,-2.1427032627167617
50521271,1570912780,0.0,-2.142706731220751
50521271,982322965,0.0,-2.142704996968756
57783108,3275248026,0.0,-3.1492987658791565
57783108,2355400133,0.0,-2.14268859975314
57783108,2529072432,0.0,-14.346151558426278
57783108,2860418664,0.0,-2.0942353097525954
57783108,1082833698,0.0,-2.1426878193397423
57783108,1858978872,0.0,-2.1426845242609525
57783108,1872379613,0.0,-2.1426757662883786
57783108,1143513079,0.0,-2.142685651524749
57783108,1600413013,0.0,-12.912219027613428
57783108,3735036412,0.0,-4.132143386815388
57783108,861118590,0.0,-4.395853471194096
65116502,1966347593,0.0,-2.341381749003445
65116502,4227721355,0.0,-2.142689108203912
65116502,2810232094,0.0,-2.1426823446211323
65116502,1467809542,0.0,-2.1426871138141177
65116502,894829625,0.0,-2.142696652200089
65116502,4264661415,0.0,-3.664952687566447
67355582,2975829844,0.0,-2.142699777121943
67355582,3022995002,0.0,-2.142705933716525
67355582,2740101266,0.0,-2.1427008176731404
67355582,1183309937,0.0,-2.1427067141299223
67355582,3218113289,0.0,-2.1427372369650306
67355582,3611646220,0.0,-2.142699516984144
67355582,3501300823,0.0,-2.1427042861771297
71092144,3735036412,0.0,-4.132152581087979
71092144,3494003218,0.0,-2.1426954527855395
71092144,1458428999,0.0,-2.1426933716831456
71092144,3676729604,0.0,-2.142689296190958
71092144,289899674,0.0,-2.1426964066241365
71092144,1319656469,0.0,-2.1426938052461444
73830292,2051603944,0.0,-2.1427042608065086
73830292,3199229320,0.0,-2.142702786692313
73830292,3790866767,0.0,-2.142707989448297
73830292,1613671569,0.0,-2.142703133542712
73830292,130493588,0.0,-2.1427023531293146
73830292,4242816413,0.0,-2.5830658254855003
74368740,3886183264,0.0,-2.1427049943589727
74368740,435473446,0.0,-2.1427062950479687
74368740,1801175686,0.0,-2.1427057747723706
74368740,2090317215,0.0,-2.1427101971149574
74368740,73584564,0.0,-2.1427095034141592
74368740,11077318,0.0,-2.1427063817605685
74504185,2643833505,0.0,-16.737901975309097
74504185,633659090,0.0,-18.838110703974955
74504185,771676713,0.0,-16.662594552526453
74504185,1148012652,0.0,-3.967036044659054
74504185,1361307272,0.0,-18.297300173293877
74504185,2529072432,0.0,-79.88294199445177
74504185,907302600,0.0,-21.366232260581167
74504185,955398943,0.0,-97.04067429580404
74504185,278651783,0.0,-2.1426847847683925
75001773,2621315686,0.0,-2.143291377592502
75001773,10609218,0.0,-2.142715246758399
75001773,1716470668,0.0,-2.245541231034684
75001773,1902753965,0.0,-3.092439517104716
75001773,1892018889,0.0,-2.1438892635699225
75436593,1047967283,0.0,-3.6650045721761106
75436593,997929928,0.0,-3.7775878493239046
75436593,3033694655,0.0,-3.665009081231297
75436593,4172382349,0.0,-3.6650132434360847
75436593,2653923514,0.0,-2.14270639448628
75436593,934970634,0.0,-2.1427089091516724
76313799,1203717384,0.0,-3.002281246117804
76313799,673098017,0.0,-2.142711778173608
76313799,1269035551,0.0,-3.670920107565511
76313799,268233790,0.0,-3.1486961868373378
76313799,2642707561,0.0,-2.2472034475136042
76313799,2149464820,0.0,-3.5665441077630424
76313799,1469291456,0.0,-2.142711778173608
77627621,3826292515,0.0,-2.142709324238149
77627621,724969489,0.0,-2.1424373068127687
77627621,3258757385,0.0,-2.1427029942183684
77627621,4269687196,0.0,-2.1427073298483554
77627621,3258757385,0.0,-2.1427029942183684
77627621,2429151401,0.0,-2.142712792742139
80365330,559618821,0.0,-3.367160578120903
80365330,3302719635,0.0,-3.19699610748858
80365330,218221722,0.0,-3.0758396894085327
80365330,514153585,0.0,-2.1427018028755733
80365330,2431677639,0.0,-2.142701976300773
80365330,2806565970,0.0,-5.317747268763533
81053968,1767325091,0.0,-2.1427091617025256
81053968,1544421101,0.0,-3.665002136636372
81053968,3289683998,0.0,-2.1427126302065154
81053968,2153037761,0.0,-6.6807181499835835
81053968,2465528861,0.0,-2.142712977056914
81053968,3963798906,0.0,-2.142708728139527
87299174,4002798045,0.0,-4.340310941905595
87299174,1271330281,0.0,-2.1427115863526884
87299174,3819567837,0.0,-2.142714014305481
87299174,3789029184,0.0,-2.1431356805810133
87299174,3680209340,0.0,-2.1427274547584405
92401917,949540452,0.0,-2.142705831426026
92401917,3472004495,0.0,-2.1427109474694106
92401917,1423412400,0.0,-2.14271120760721
92401917,2823343043,0.0,-2.4983229043898794
92401917,693857041,0.0,-2.142708085953619
92401917,2108188468,0.0,-2.142712074733207
93148987,1600413013,0.0,-17.535862669169827
93148987,2382247676,0.0,-2.1427001975087885
93148987,3326401128,0.0,-2.142698376544194
93148987,2235632935,0.0,-2.1426972492803973
93148987,955398943,0.0,-30.403699617902628
93148987,518477191,0.0,-2.1427028855993804
93148987,602394192,0.0,-4.818935640163839
94142526,990256291,0.0,-2.5266390348123497
94142526,1545194399,0.0,-2.142737214493032
94142526,551112142,0.0,-2.1427079923469203
94142526,1356197621,0.0,-2.3815185553975278
94142526,873255426,0.0,-2.1427105070123127
94142526,2757258727,0.0,-2.3809039233410716
94142526,467130966,0.0,-2.4652267687222382
96920130,1241270051,0.0,-6.119384849904753
96920130,2628680570,0.0,-2.142697857659723
96920130,1776393554,0.0,-2.3415590347523176
96920130,450130761,0.0,-2.142701797817609
96920130,615488222,0.0,-2.1427040744070305
96920130,2429675854,0.0,-2.1427026649436067
97062150,3950589515,0.0,-4.084691640023728
97062150,268233790,0.0,-3.9878003960403063
97062150,3849306291,0.0,-11.907139551207607
97062150,2007279414,0.0,-3.142657515993697
97062150,2073609284,0.0,-7.290125539799216
97062150,2498491194,0.0,-23.698419189198273
99141124,2724941310,0.0,-2.142721367543226
99141124,392383010,0.0,-2.1427142571100473
99141124,2803078645,0.0,-2.142737322661578
99141124,3488277311,0.0,-2.1427165983502405
99141124,2953583082,0.0,-2.142713736834449
99141124,3180156897,0.0,-2.142732380043393
99141124,299139894,0.0,-2.1427163382124412
103955826,178831464,0.0,-2.1427010162609226
103955826,3726270158,0.0,-2.1426998022845263
103955826,2643833505,0.0,-6.428235077595119
103955826,424521338,0.0,-2.142701189686122
103955826,3581275802,0.0,-3.310997496912938
103955826,3949611603,0.0,-2.1426986750207297
103955826,2130616732,0.0,-6.197278372478869
105347632,2679521343,0.0,-2.1427135150353864
105347632,3525619764,0.0,-2.1427121276337906
105347632,3376050735,0.0,-2.14271238777159
105347632,1767661989,0.0,-2.142711954208591
105347632,2257585691,0.0,-2.1427117807833915
105347632,1558280207,0.0,-2.1427130814723876
105347632,3892571955,0.0,-2.142713254897587
105347632,738076221,0.0,-2.1427134283227867
105347632,2182496817,0.0,-2.1427125611967894
105347632,2626832189,0.0,-2.142674754503303
105347632,366857842,0.0,-2.142712647909389
105347632,2708627209,0.0,-2.1427103933817957
105347632,186107339,0.0,-2.1427113472203927
105347632,4001241592,0.0,-2.1427117807833915
109457319,426902061,0.0,-2.1426813907481685
109457319,1044854627,0.0,-3.997398807603161
109457319,2776566965,0.0,-2.3366353759895726
109457319,3632072502,0.0,-2.5719766328576266
109457319,1832462541,0.0,-2.3365720207770986
109457319,955398943,0.0,-24.062124286645464
109457319,1532377761,0.0,-7.11849481364127
109457319,1600413013,0.0,-16.674279872663625
110128780,3565166403,0.0,-3.1492154515939372
110128780,3855266116,0.0,-2.1426935937246125
110128780,1390707377,0.0,-3.947203359795145
110128780,2529072432,0.0,-14.343837078404768
110128780,1532377761,0.0,-5.628977839430686
110128780,955398943,0.0,-19.03119964620958
110342379,3770119781,0.0,-2.142687284791137
110342379,1530709861,0.0,-2.1426263258335205
110342379,633659090,0.0,-6.285373077218614
110342379,784509544,0.0,-2.1426876316415355
110342379,3183605169,0.0,-2.1426928343975202
110342379,982153847,0.0,-2.142692574259721
110342379,2130616732,0.0,-7.100283045930073
110342379,1641491432,0.0,-2.1426857239643415
110342379,97217712,0.0,-3.3332358922651446
110342379,252563955,0.0,-2.1426937882361172
110342379,3295999782,0.0,-2.1426920539841223
110342379,861118590,0.0,-4.5133703614377785
110342379,642644408,0.0,-4.12346198939667
113021847,955398943,0.0,-69.35445708607668
113021847,1604908519,0.0,-2.1427084985919156
113021847,2933717037,0.0,-2.1427084985919156
113021847,2643833505,0.0,-12.261327946513262
113021847,278651783,0.0,-2.1427010413083383
113021847,2389263741,0.0,-3.1535660159324754
113021847,424727744,0.0,-2.142706417489522
113021847,1334001859,0.0,-3.413145307225418
113021847,2214347761,0.0,-2.1427091922927137
118243744,3271725028,0.0,-2.142696592694246
118243744,718107120,0.0,-3.664994943809276
118243744,259600765,0.0,-2.142700668186434
118243744,2755327289,0.0,-2.142699194072238
118243744,196924436,0.0,-2.1426692782253283
118243744,3731778741,0.0,-2.142687574583873
118243744,2816622892,0.0,-2.1426880948594715
122743553,1845786756,0.0,-2.142706133817237
122743553,44607617,0.0,-2.1426734431671353
122743553,1528500344,0.0,-2.3743627988029927
122743553,3281130769,0.0,-3.6649831536327317
122743553,3922290830,0.0,-2.1427075212188327
122743553,152418051,0.0,-4.540128650116814
128581247,4219761316,0.0,-2.1427111158366463
128581247,3754394539,0.0,-2.1427083410334546
128581247,498238691,0.0,-2.142704785816865
128581247,2153037761,0.0,-8.32367060171596
128581247,1386404286,0.0,-2.142711462687045
128581247,3022634670,0.0,-2.1427083410334546
130441156,1810485930,0.0,-2.1426928219606483
130441156,2856764723,0.0,-2.142667068318526
130441156,642907744,0.0,-2.142696463889837
130441156,1012343640,0.0,-2.1427010596576235
130441156,3251218411,0.0,-2.1426953366260406
130441156,2277754128,0.0,-2.1426953366260406
131621903,1788874248,0.0,-2.1426905115530475
131621903,2509086570,0.0,-2.142693633206638
131621903,1731351853,0.0,-2.142695859503825
131621903,2218325768,0.0,-2.142680973167076
131621903,900803265,0.0,-2.142692419230242
131621903,496131340,0.0,-2.142695971714473
131621903,2873249283,0.0,-2.1426940667696366
137002204,4125420656,0.0,-3.329875371950301
137002204,1718413929,0.0,-2.1427047927109646
137002204,3251813967,0.0,-2.201147772035239
137002204,1501679119,0.0,-2.2230115611846046
137002204,1812117472,0.0,-2.2831832129447904
137002204,2428145712,0.0,-1.2118112343050507
138126692,312761834,0.0,-2.142691270395331
138126692,952519340,0.0,-13.311883471418149
138126692,1587116147,0.0,-2.142706271675086
138126692,268233790,0.0,-3.3125524560450965
138126692,3849306291,0.0,-4.483463244209126
138126692,3048578499,0.0,-2.1427063583876857
138126692,2007279414,0.0,-2.142586080960803
139480407,3802870894,0.0,-2.416174744821149
139480407,1993111201,0.0,-2.1426781067879
139480407,1779648453,0.0,-2.142677469742148
139480407,4123796524,0.0,-2.1426795508445413
139480407,955398943,0.0,-19.03401602020386
139480407,1532377761,0.0,-5.629216245151344
139480407,4260484947,0.0,-2.1426625551749927
139480407,3632072502,0.0,-2.2573914379550657
141849067,1269035551,0.0,-3.3130873262956904
141849067,3048578499,0.0,-2.1426971156604293
141849067,952519340,0.0,-13.311869393775474
141849067,268233790,0.0,-3.312496285541843
141849067,2007279414,0.0,-2.142575484124624
141849067,3849306291,0.0,-4.483463815952498
146035325,486546531,0.0,-2.142710457252756
146035325,3113660150,0.0,-2.142711844654352
146035325,599395378,0.0,-2.142710890815755
146035325,3470999302,0.0,-2.142710283827557
146035325,2906696294,0.0,-2.1427057747723706
146035325,1520335024,0.0,-2.416307107814908
146035325,2153037761,0.0,-6.681483560282478
147627126,703370904,0.0,-2.1436601767606906
147627126,3702049129,0.0,-2.1426772962361467
147627126,3488779034,0.0,-2.1426369748772682
147627126,4136385770,0.0,-2.1425889360970127
147627126,3504788955,0.0,-2.142662034818593
147627126,2698678033,0.0,-2.286273233800782
149914134,1269035551,0.0,-5.193355723892335
149914134,2007279414,0.0,-3.7691548955437844
149914134,1816813281,0.0,-10.452331470298297
149914134,3849306291,0.0,-5.109104836360167
149914134,2498491194,0.0,-6.820195091471436
149914134,1076364848,0.0,-14.453508650867711
151534919,2643833505,0.0,-7.513295778390861
151534919,3913403716,0.0,-2.142705692748094
151534919,1361307272,0.0,-6.853540982809965
151534919,907302600,0.0,-9.843042785685906
151534919,2401458775,0.0,-2.3194301975184692
151534919,4004100709,0.0,-2.1427058661732934
151534919,2133183406,0.0,-5.215828649738013
160230482,952519340,0.0,-45.9445867946693
160230482,2498491194,0.0,-23.466945901883207
160230482,3309338938,0.0,-2.1426884068353664
160230482,1076364848,0.0,-61.4853440005605
160230482,1902753965,0.0,-4.059873848449433
160230482,3776957253,0.0,-8.844024527101869
160230482,2149464820,0.0,-9.98846895747894
160230482,1269035551,0.0,-8.935813900331311
160230482,4244463632,0.0,-7.019333437667836
160230482,2007279414,0.0,-3.101212800974408
160673392,198166767,0.0,-2.142666762646982
160673392,702971420,0.0,-2.142670664713971
160673392,3343711990,0.0,-3.214722260411998
160673392,1133385189,0.0,-5.286249814742362
160673392,2803195749,0.0,-3.3370051282285984
160673392,1448086840,0.0,-4.814692960823769
166773493,4080944038,0.0,-2.1427093626576874
166773493,1844176380,0.0,-3.057869523266149
166773493,268233790,0.0,-3.1486238912232274
166773493,2149464820,0.0,-3.567066012170491
166773493,2007279414,0.0,-2.2469953208353473
166773493,1269035551,0.0,-3.6715926175389693
167608261,4002798045,0.0,-2.142623135346674
167608261,1271330281,0.0,-2.142712979424293
167608261,2132888830,0.0,-2.142722084247266
167608261,3680209340,0.0,-2.1427288478300452
167608261,1838843061,0.0,-2.144820921325067
167608261,3229573153,0.0,-2.14271731505428
168520465,1212947698,0.0,-5.489513783950434
168520465,1425335642,0.0,-2.142704118421939
168520465,3047285147,0.0,-2.142646711493988
168520465,3263622673,0.0,-2.142705332398336
168520465,2490603461,0.0,-2.1427080204889277
168520465,633659090,0.0,-5.7276773869475495
168520465,1133385189,0.0,-5.178038494933094
168520465,263253434,0.0,-2.239628013843595
168520465,3429508261,0.0,-2.6866513977531765
168520465,2130616732,0.0,-6.2323327255735
176349030,791187416,0.0,-2.1427197602595043
176349030,4224104772,0.0,-2.1769906586433247
176349030,2824762134,0.0,-2.142714210653121
176349030,116205891,0.0,-2.142726263704485
176349030,4133637044,0.0,-2.14271802600751
176349030,3575536012,0.0,-3.665019065213132
178408585,450130761,0.0,-2.1427027911382317
178408585,2803195749,0.0,-3.3370120767244407
178408585,2120779072,0.0,-2.1427073001934183
178408585,2479111332,0.0,-2.142699409346842
178408585,1699561506,0.0,-2.2370569467063226
178408585,3066409179,0.0,-3.0521049278837684
178408585,2628680570,0.0,-2.1427000252125135
178408585,3249170164,0.0,-2.14270998828401
178408585,1427467626,0.0,-2.142702531000433
180191037,3267801312,0.0,-2.1427022740036605
180191037,3663077452,0.0,-3.664998630728897
180191037,2139851240,0.0,-2.142706522921048
180191037,517636552,0.0,-2.1427026208540596
180191037,442600417,0.0,-2.142702794279259
180191037,746497547,0.0,-2.1427072166218455
180191037,3989395314,0.0,-3.6650047006108784
180191037,527677263,0.0,-2.142704094968255
180191037,105414247,0.0,-3.665002532795885
180191037,3342533717,0.0,-2.142707043196646
180191037,1745394194,0.0,-2.1427058292202497
180191037,2171670615,0.0,-2.142700366326466
180191037,3375367183,0.0,-2.1427035746926566
180191037,856829354,0.0,-2.1427222179016003
180191037,2580599648,0.0,-2.1427058292202497
180191037,3611020962,0.0,-2.142705482369851
180191037,4241740470,0.0,-2.1427099047124374
180191037,3492796375,0.0,-2.142703054417058
180191037,1656059935,0.0,-2.1427092977242395
180191037,2491497470,0.0,-2.142703834830456
180191037,3260635116,0.0,-2.142717968984213
180191037,1690995478,0.0,-2.142716668295217
180191037,273902811,0.0,-2.14271580116922
180191037,144836311,0.0,-2.1427149340432226
180191037,1287096175,0.0,-2.142756556091097
180191037,2718272622,0.0,-2.1427056557950506
180191037,4057581717,0.0,-2.142698198511473
180191037,2520708953,0.0,-2.142761498709282
180191037,1487776549,0.0,-2.14272568640559
180191037,2286605851,0.0,-2.142703834830456
180191037,4275430082,0.0,-2.1427079103226436
180191037,3464625870,0.0,-2.1427129396534284
180191037,1049315016,0.0,-2.1427058292202497
180191037,3555408068,0.0,-2.14269247547989
180191037,1035926205,0.0,-2.14270912429904
180191037,1300982397,0.0,-2.1427053089446515
180191037,2586617318,0.0,-2.142718402547212
180191037,987194908,0.0,-2.1427061760706487
180191037,1340225642,0.0,-2.1426882265625027
180191037,2241189246,0.0,-2.142718315834612
180191037,2827721613,0.0,-2.1427020138658612
180191037,453613647,0.0,-2.142710078137637
180191037,3153590943,0.0,-2.1427029677044582
180191037,4250174466,0.0,-2.142703401267457
181961047,4142448875,0.0,-2.14269456595893
181961047,364572656,0.0,-4.268288056114134
181961047,473090869,0.0,-2.142694912809329
181961047,3928440935,0.0,-2.142688322651749
181961047,4036898534,0.0,-2.1426957799353263
181961047,699952923,0.0,-2.142692224718737
181961047,990606533,0.0,-2.1426953463723275
182290053,2130616732,0.0,-6.1970534147971055
182290053,2529072432,0.0,-14.349349286014913
182290053,2643833505,0.0,-6.427988968057991
182290053,2401458775,0.0,-2.2399154765949376
182290053,955398943,0.0,-19.036244482359013
182290053,3731940597,0.0,-2.142708919879645
183980147,638380151,0.0,-2.142701322290038
183980147,4195311930,0.0,-2.142714329179999
183980147,2905904014,0.0,-3.665005483149251
183980147,1710908750,0.0,-3.664971144959754
183980147,1677917066,0.0,-3.6650099054918375
183980147,628034280,0.0,-2.1427022761286354
188875346,559618821,0.0,-3.2919535153565684
188875346,1488068589,0.0,-11.390045514016883
188875346,2806565970,0.0,-5.14575278171882
188875346,3863879024,0.0,-4.18806012294729
188875346,3045187509,0.0,-2.1426942018560995
188875346,146533907,0.0,-2.239616802355756
192951763,1641491432,0.0,-2.1426870201266173
192951763,2368083210,0.0,-2.192193021553927
192951763,719337372,0.0,-8.553119955084309
192951763,1154762179,0.0,-2.142693176721199
192951763,2259285302,0.0,-2.1426929165833997
192951763,1205670273,0.0,-3.977740961398436
192951763,1527128646,0.0,-2.486330300253858
192951763,3626560268,0.0,-2.1426878872526145
192951763,2927716511,0.0,-2.1426952578235925
195055182,1466704967,0.0,-2.142700252245507
195055182,353933726,0.0,-5.304813624503622
195055182,2829598154,0.0,-2.142703287186498
195055182,2913407142,0.0,-3.0694115917528384
195055182,2438057172,0.0,-2.1427034606116977
195055182,460112184,0.0,-3.194485545124293
207382248,2178346412,0.0,-2.1427116505932897
207382248,457574593,0.0,-2.142714598821681
207382248,2700675460,0.0,-2.1427144253964814
207382248,1252467098,0.0,-2.1427008115183224
207382248,1219797368,0.0,-2.1427125177192874
207382248,3424643087,0.0,-2.142710956892492
207382248,3770158409,0.0,-2.142714512109081
207382248,4190936606,0.0,-2.1427038464593133
207382248,3315807711,0.0,-2.1427144253964814
207614139,446911604,0.0,-2.142704591709368
207614139,2485173442,0.0,-2.142747687871438
207614139,1506510838,0.0,-2.142702250469175
207614139,3323741493,0.0,-2.142702423894374
207614139,882329142,0.0,-2.142708146925957
207614139,3870329460,0.0,-2.142705198697566
207614139,4097912049,0.0,-2.1427084070637563
207614139,2384130097,0.0,-2.142708927339355
207614139,3628169071,0.0,-2.142709447614953
207614139,361866379,0.0,-2.142706325961363
207614139,627952525,0.0,-2.142699302240784
207614139,422777830,0.0,-2.1427018169061762
207614139,850932284,0.0,-2.142780098930022
207614139,1941775540,0.0,-2.142704158146369
207614139,2057236313,0.0,-3.664999994596007
207614139,104070,0.0,-2.1427047651345674
207614139,3208056309,0.0,-2.142703291020372
207614139,1397515488,0.0,-2.142698435114786
207614139,3305677128,0.0,-2.1427020770439755
207614139,3900897464,0.0,-2.1427021637565753
207614139,3631925742,0.0,-2.1427096210401526
207614139,2006849293,0.0,-2.1427343341310783
207614139,2847457373,0.0,-2.1427046784219677
207614139,1507489572,0.0,-3.664999907883407
207614139,1748949720,0.0,-2.142704158146369
207614139,2090096046,0.0,-2.142704851847167
207614139,2374301539,0.0,-3.665004243513394
207614139,3338909495,0.0,-2.1427031175951723
207614139,3218113289,0.0,-2.1427346809814773
207614139,870899349,0.0,-2.1426980882643876
207614139,4092123930,0.0,-3.6650001680212063
207614139,4275430082,0.0,-2.142706759524361
207614139,1035926205,0.0,-2.1427079735007575
207614139,4007892577,0.0,-2.142705805685764
207614139,3251235057,0.0,-2.142703551158171
207614139,2671682966,0.0,-2.1427013833431774
207614139,2689936663,0.0,-2.142706239248763
207614139,910713526,0.0,-2.1427034644455714
207614139,1258222204,0.0,-2.1427053721227654
207614139,4170509642,0.0,-2.142704504996768
207614139,1128270383,0.0,-2.1427030308825725
207614139,1421721293,0.0,-2.1427018169061762
207614139,4217652951,0.0,-2.1427047651345674
207614139,722924797,0.0,-2.1427079735007575
207614139,188202951,0.0,-2.142701470055777
207614139,667664881,0.0,-2.1427093609023533
207614139,2411388169,0.0,-2.1427043315715686
207614139,3084875554,0.0,-2.142721153815918
207614139,1051329292,0.0,-2.142701556768377
207614139,2896451394,0.0,-2.142707626650359
207614139,3073190206,0.0,-2.1427109217291487
207614139,951253136,0.0,-2.1427337073476838
207614139,4200813892,0.0,-2.142706239248763
207614139,2378205890,0.0,-2.1426993889533836
207614139,2878945881,0.0,-2.1427505493872294
207614139,4041957671,0.0,-2.142704591709368
207614139,610427555,0.0,-2.1427078867881577
207614139,2680798411,0.0,-2.142729738363292
207614139,3523548061,0.0,-2.1427031175951723
207614139,655514048,0.0,-2.142708927339355
207614139,1427701461,0.0,-3.664998520481811
211046503,1859823732,0.0,-2.142703331807289
211046503,1845786756,0.0,-2.142701857693093
211046503,2352676247,0.0,-2.142702377968692
211046503,152418051,0.0,-4.543227389201995
211046503,1922937308,0.0,-2.1427041122206867
211046503,4203627753,0.0,-3.052567935870609
211046503,2993316611,0.0,-2.142703331807289
212922688,1776393554,0.0,-2.3415531174202115
212922688,3779243813,0.0,-2.1426911713610273
212922688,915403718,0.0,-2.7543914711213278
212922688,1060275544,0.0,-2.237079399821399
212922688,588161010,0.0,-2.481956735956813
212922688,2923175068,0.0,-2.2371421175141726
214127647,3576964854,0.0,-2.1426957639877866
214127647,843844488,0.0,-2.3404804429912107
214127647,536059045,0.0,-2.1426948101491896
214127647,3232226488,0.0,-2.142688913692407
214127647,1553171836,0.0,-2.14269463672399
214127647,2374000439,0.0,-2.1426949835743887
214127647,2246509963,0.0,-2.1426951569995882
215509633,3964744624,0.0,-2.1427097282734473
215509633,1665697394,0.0,-2.142713890478235
215509633,2453084502,0.0,-2.142704872367862
215509633,1942535569,0.0,-2.1427077338836535
215509633,1201353948,0.0,-2.1426944668558936
215509633,2095651101,0.0,-2.1427043520922635
216180088,2130616732,0.0,-6.196573945326085
216180088,4227563271,0.0,-2.1427062895395625
216180088,642644408,0.0,-3.7659157086352044
